Timegenerated,Source,Destination,Protocol,Port,Team,Action,DeviceVendor,EventID
12-05-2024 15:09,202.164.125.64,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/25/2025 14:51:49,202.94.133.44,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-05-2024 23:07,202.222.104.23,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/20/2024 23:21:39,202.104.81.17,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/21/2024 15:58:37,202.65.20.13,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-05-2024 23:32,202.80.209.243,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-10-2024 10:43,202.1.72.117,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/22/2025 16:36:19,202.161.25.112,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-04-2024 06:28,202.243.129.231,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-03-2025 09:49,202.66.107.29,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/20/2024 21:58:43,202.1.105.53,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/25/2024 09:45:49,202.217.70.223,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-05-2024 22:27,202.205.56.216,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-10-2024 22:36,202.131.85.84,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/27/2025 18:38:46,202.53.167.15,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/28/2024 02:51:18,202.104.247.236,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/21/2024 01:38:31,202.26.174.48,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/20/2024 23:28:20,202.207.93.196,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/25/2024 18:36:09,202.229.226.173,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/14/2024 19:58:10,202.45.141.224,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-08-2024 07:13,202.176.74.116,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/22/2025 17:59:11,202.0.69.28,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/16/2024 22:40:19,202.117.241.39,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/20/2024 22:51:42,202.166.77.233,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/22/2024 16:33:06,202.175.216.9,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/31/2024 20:04:13,202.82.197.145,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-02-2024 07:05,202.91.41.148,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-01-2024 06:33,202.76.58.234,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-04-2024 19:14,202.80.128.80,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/25/2025 01:34:46,202.222.245.167,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/28/2024 14:56:35,202.56.52.241,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/24/2024 05:10:34,202.164.98.194,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-07-2024 21:53,202.32.218.99,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/24/2024 00:58:54,202.234.141.88,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/18/2024 18:50:10,202.215.180.52,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-11-2024 10:17,202.214.83.187,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/29/2024 04:12:14,202.189.207.15,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/13/2024 19:09:52,202.116.54.19,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/15/2024 17:20:47,202.123.212.125,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-11-2024 10:59,202.90.199.121,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-11-2024 17:04,202.114.225.34,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/22/2024 20:31:24,202.47.14.195,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/16/2024 00:02:33,202.2.245.239,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/23/2024 04:53:40,202.96.93.53,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-01-2024 16:59,202.97.113.158,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/30/2024 13:48:22,202.141.182.28,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/13/2024 01:07:56,202.99.154.247,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/26/2024 10:10:21,202.33.77.223,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-06-2024 01:25,202.146.206.87,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/26/2024 00:40:48,202.198.151.227,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-11-2024 04:42,202.174.12.112,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/18/2024 15:52:59,202.139.77.150,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-04-2024 03:45,202.167.42.241,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/18/2024 06:18:10,202.232.30.183,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-09-2024 22:36,202.73.179.197,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-12-2024 13:16,202.178.103.210,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/22/2024 02:56:55,202.29.81.180,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/25/2024 04:45:23,202.117.161.45,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-11-2024 08:29,202.37.142.76,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/26/2024 03:15:17,202.191.3.24,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/28/2024 10:29:30,202.52.196.154,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-04-2024 03:09,202.19.252.105,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-11-2024 10:20,202.115.251.153,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-03-2024 15:52,202.195.189.10,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/17/2024 02:12:25,202.95.6.166,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-12-2024 12:24,202.80.192.99,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/19/2024 15:10:02,202.207.179.101,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/18/2024 03:05:21,202.96.13.16,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/29/2025 20:13:40,202.176.236.68,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/17/2025 17:42:42,202.229.248.112,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/22/2024 10:50:08,202.85.241.176,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/20/2024 08:25:24,202.96.145.4,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/30/2024 03:41:03,202.218.134.110,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-11-2024 06:00,202.134.2.132,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/25/2024 16:16:24,202.159.17.1,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/26/2024 07:37:45,202.195.196.83,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-09-2024 14:08,202.141.18.215,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/27/2024 03:53:04,202.59.91.104,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/14/2024 20:56:11,202.88.29.145,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/25/2024 08:30:05,202.13.44.176,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/25/2024 15:28:38,202.70.37.19,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/20/2024 00:55:05,202.76.84.19,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/25/2024 12:46:48,202.109.10.66,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-10-2024 19:20,202.80.142.101,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/18/2024 14:11:14,202.63.222.12,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-03-2024 09:37,202.114.48.85,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/22/2024 13:03:44,202.247.56.52,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/30/2024 06:04:42,202.202.201.179,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/18/2024 16:32:20,202.82.184.102,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/13/2024 20:59:56,202.248.231.210,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-11-2024 09:10,202.197.39.109,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/13/2024 07:05:38,202.92.95.200,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/19/2024 03:43:59,202.175.135.84,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/28/2024 22:44:55,202.215.55.170,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/25/2024 14:20:36,202.249.250.232,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/17/2024 09:31:59,202.96.228.23,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/13/2024 01:42:15,202.91.21.45,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/22/2024 10:48:22,202.78.236.243,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-12-2024 16:58,202.250.19.246,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-04-2024 15:08,202.72.138.52,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-09-2024 21:11,202.218.59.200,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-01-2024 14:14,202.179.175.218,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/13/2024 20:26:28,202.104.152.139,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/30/2024 21:38:36,202.63.244.177,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-09-2024 19:18,202.162.239.150,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/14/2024 09:22:11,202.209.36.229,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-03-2025 21:54,202.10.28.36,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/20/2024 14:34:43,202.189.92.249,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-11-2024 20:08,202.125.115.59,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-08-2024 19:11,202.195.41.15,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-02-2024 14:19,202.149.109.242,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/26/2024 20:30:30,202.203.88.121,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/13/2024 04:45:00,202.193.178.222,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/15/2024 03:57:13,202.188.157.252,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/20/2024 09:03:44,202.83.30.41,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/26/2024 15:13:14,202.70.55.47,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/14/2024 23:03:27,202.140.47.230,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-05-2024 17:18,202.253.180.54,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07-05-2024 04:04,202.199.167.123,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-06-2024 21:54,202.128.49.179,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-12-2024 02:44,202.248.184.142,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/20/2024 18:15:06,202.153.59.134,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-03-2024 21:40,202.129.12.221,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/16/2024 22:37:44,202.179.53.105,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/14/2024 08:41:47,202.214.58.31,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/24/2024 19:32:59,202.28.100.223,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/31/2025 10:20:00,202.108.87.183,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/23/2024 23:24:17,202.113.154.179,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/20/2024 21:40:12,202.213.19.160,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-01-2024 22:16,202.220.80.79,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02-08-2024 13:51,202.192.206.126,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/14/2024 16:07:12,202.225.2.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/24/2024 22:03:00,202.144.15.170,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/18/2024 16:10:21,202.194.134.140,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/17/2024 14:37:50,202.118.94.249,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-09-2024 17:47,202.68.34.115,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/24/2024 16:13:53,202.15.184.153,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-01-2024 23:32,202.196.149.58,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-11-2024 09:24,202.159.20.68,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/18/2024 11:36:17,202.233.76.70,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-07-2024 05:38,202.164.204.239,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-06-2024 16:15,202.81.209.36,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/29/2024 15:09:26,202.52.162.53,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/22/2024 02:07:27,202.8.35.166,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/30/2024 19:39:02,202.50.135.130,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-08-2024 02:42,202.73.194.54,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/23/2024 01:06:59,202.101.31.57,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/30/2024 16:41:53,202.161.95.117,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/25/2024 16:55:16,202.255.234.159,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/13/2024 06:33:49,202.240.6.200,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-08-2024 15:14,202.28.159.82,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/16/2024 14:44:22,202.207.124.114,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/18/2024 05:30:48,202.189.61.34,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/13/2024 16:55:08,202.196.136.88,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/16/2024 10:48:40,202.143.167.198,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/27/2024 12:37:34,202.151.199.127,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-06-2024 03:12,202.61.191.182,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/27/2024 16:12:54,202.23.202.72,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-10-2024 13:52,202.33.99.186,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-12-2025 17:25,202.153.63.5,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-02-2024 06:13,202.229.79.2,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/28/2024 08:15:49,202.91.130.14,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/23/2024 13:30:24,202.142.239.16,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/24/2024 19:52:49,202.140.179.54,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/15/2024 02:33:08,202.109.230.137,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/13/2024 19:58:17,202.65.128.73,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/29/2024 06:33:40,202.119.145.172,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/30/2024 23:32:59,202.39.251.225,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-10-2024 03:42,202.36.215.201,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06-05-2024 12:58,202.221.120.10,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/14/2024 07:23:55,202.164.170.132,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/17/2025 20:13:08,202.167.148.209,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/16/2024 23:49:26,202.249.86.231,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-03-2024 02:27,202.44.199.165,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/19/2024 12:52:13,202.123.162.3,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/17/2024 08:34:33,202.62.163.113,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-03-2024 11:49,202.203.19.65,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/16/2024 21:38:11,202.38.148.243,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-07-2024 18:43,202.98.54.70,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/16/2024 19:58:11,202.244.73.61,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/13/2024 19:59:19,202.11.61.22,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11-08-2024 13:08,202.117.38.11,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-11-2024 17:39,202.140.150.212,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-03-2024 21:44,202.17.186.165,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/22/2024 15:04:38,202.250.203.40,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01-07-2025 19:05,202.171.84.206,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
07/16/2024 01:17:06,202.43.4.11,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03-11-2024 13:58,202.100.243.132,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-09-2024 23:01,202.243.25.237,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/20/2025 17:16:42,202.250.36.61,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/21/2024 11:34:39,202.130.233.31,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/19/2024 22:33:54,202.137.239.220,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/19/2024 10:09:07,202.48.188.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-04-2024 05:01,202.48.178.214,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-11-2024 05:56,202.206.34.115,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-07-2024 20:28,202.168.203.168,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/31/2024 08:02:37,202.124.1.129,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-02-2024 14:47,202.144.228.53,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-08-2024 04:50,202.60.83.108,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
03/26/2024 19:29:12,202.241.253.251,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/28/2024 21:05:19,202.204.217.200,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/19/2024 04:21:35,202.215.166.184,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-03-2024 18:47,202.229.101.102,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/16/2025 14:23:17,202.78.10.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/24/2024 08:59:55,202.139.176.124,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
06/19/2024 12:47:47,202.69.249.203,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/21/2024 13:41:23,202.43.246.128,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-11-2024 19:36,202.8.207.105,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/30/2024 20:20:31,202.175.176.91,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/22/2024 19:05:54,202.21.203.12,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/31/2024 23:46:34,202.184.242.238,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/13/2024 04:25:09,202.114.124.62,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-09-2024 09:53,202.61.74.190,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05-02-2024 15:58,202.161.192.83,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/20/2024 14:57:16,202.9.31.117,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/18/2024 21:51:26,202.53.244.103,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-08-2024 19:43,202.191.137.116,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/26/2024 02:27:26,202.229.56.47,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10-07-2024 19:19,202.59.33.178,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/22/2024 09:56:01,202.174.18.163,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-02-2024 10:23,202.221.116.140,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-12-2024 03:14,202.34.203.145,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
05/21/2024 10:02:03,202.177.160.170,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
11/18/2024 14:36:40,202.45.123.137,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08/23/2024 16:40:25,202.71.195.112,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/20/2024 11:30:07,202.225.5.85,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-03-2024 18:29,202.151.10.203,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/19/2024 20:39:17,202.237.138.100,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
02/20/2024 11:11:56,202.61.201.227,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04-11-2024 21:05,202.201.45.6,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09/22/2024 11:56:49,202.5.182.112,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
04/13/2024 14:21:51,202.3.57.163,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
09-07-2024 12:30,202.205.144.31,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
01/19/2025 12:15:38,202.250.212.217,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/23/2024 20:20:04,202.142.49.197,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
08-01-2024 14:00,202.161.236.228,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
10/30/2024 19:26:12,202.81.225.67,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12/13/2024 02:27:13,202.138.173.5,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
12-03-2024 19:57,202.230.143.247,10.100.11.12,TCP,443,External,Allowed,10.0.70.1,Access over HTTPS
